Name,Year_of_Release,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Platform,Genre
Super Mario Bros.,1999.0,Nintendo,3.4,1.3,0.15,0.22,5.07,,,,,,,5,4
FIFA Soccer 11,2010.0,Electronic Arts,0.61,3.28,0.06,1.12,5.07,89.0,51.0,8.0,233.0,EA Sports,E,17,10
Resident Evil,1996.0,Virgin Interactive,2.05,1.16,1.11,0.73,5.05,91.0,8.0,9.0,266.0,Capcom,M,15,0
Grand Theft Auto: Vice City Stories,2006.0,Take-Two Interactive,1.7,1.99,0.16,1.18,5.03,86.0,50.0,8.0,150.0,Rockstar Leeds,M,19,0
Tony Hawk's Pro Skater,1999.0,Activision,3.42,1.38,0.02,0.2,5.02,92.0,18.0,9.2,69.0,Neversoft Entertainment,T,15,10
Warzone 2100,1999.0,Eidos Interactive,2.79,1.89,0.0,0.33,5.01,,,,,,,15,11
Spyro the Dragon,1998.0,Sony Computer Entertainment,3.36,1.36,0.07,0.21,5.0,,,,,,,15,4
Guitar Hero III: Legends of Rock,2007.0,Activision,3.49,0.01,0.01,1.48,4.98,82.0,24.0,8.2,46.0,"Neversoft Entertainment, BudCat",T,16,3
Link's Crossbow Training,2007.0,Nintendo,3.05,1.17,0.29,0.46,4.98,68.0,34.0,7.1,47.0,Nintendo,T,26,8
Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,2007.0,Nintendo,1.83,1.19,1.54,0.37,4.93,,,,,,,4,7
Fallout 3,2008.0,Bethesda Softworks,3.4,0.99,0.09,0.45,4.93,93.0,84.0,8.5,1655.0,Bethesda Game Studios,M,28,7
Uncharted: Drake's Fortune,2007.0,Sony Computer Entertainment,2.31,1.72,0.12,0.77,4.92,88.0,66.0,8.1,2306.0,"Naughty Dog, SCE/WWS",T,17,0
Madden NFL 06,2005.0,Electronic Arts,3.98,0.26,0.01,0.66,4.91,88.0,29.0,8.0,121.0,EA Sports,E,16,10
Diddy Kong Racing,1997.0,Nintendo,2.91,0.99,0.89,0.1,4.88,,,,,,,10,6
Monster Hunter Freedom 3,2010.0,Capcom,0.0,0.0,4.87,0.0,4.87,,,,,,,19,7
Super Smash Bros. for Wii U and 3DS,2014.0,Nintendo,2.6,1.08,0.81,0.38,4.87,,,,,,,27,2
Dr. Mario,1990.0,Nintendo,2.62,0.6,1.52,0.1,4.85,,,,,,,11,5
StarCraft II: Wings of Liberty,2010.0,Activision,2.57,1.68,0.0,0.58,4.84,93.0,82.0,8.2,3052.0,Blizzard Entertainment,T,13,11
Assassin's Creed,2007.0,Ubisoft,1.91,2.0,0.09,0.82,4.82,81.0,40.0,7.3,769.0,Ubisoft Montreal,M,17,1
God of War III,2010.0,Sony Computer Entertainment,2.74,1.33,0.12,0.61,4.8,92.0,101.0,8.7,2633.0,SCE Santa Monica,M,17,0
Crash Team Racing,1999.0,Sony Computer Entertainment,2.57,1.57,0.44,0.21,4.79,88.0,20.0,9.0,233.0,Naughty Dog,E,15,6
LEGO Star Wars: The Complete Saga,2007.0,LucasArts,2.83,1.48,0.0,0.45,4.76,80.0,9.0,5.4,46.0,TT Fusion,E,4,0
Driver 2,2000.0,Atari,2.36,2.1,0.02,0.25,4.73,62.0,14.0,7.7,92.0,Reflections Interactive,T,15,0
Batman: Arkham City,2011.0,Warner Bros. Interactive Entertainment,2.99,1.27,0.04,0.42,4.73,94.0,87.0,8.7,1472.0,Rocksteady Studios,T,28,0
The Last of Us,2014.0,Sony Computer Entertainment,1.88,2.0,0.07,0.77,4.71,,,,,,,18,0
The Simpsons: Hit & Run,2003.0,Vivendi Games,1.73,2.19,0.0,0.79,4.7,,,,,,,16,6
Tony Hawk's Pro Skater 2,2000.0,Activision,3.05,1.41,0.02,0.2,4.68,98.0,19.0,7.7,299.0,Neversoft Entertainment,T,15,10
The Lord of the Rings: The Two Towers,2002.0,Electronic Arts,1.94,1.95,0.08,0.7,4.67,82.0,32.0,8.2,78.0,Stormfront Studios,T,16,0
Tomb Raider,1996.0,Eidos Interactive,2.29,1.97,0.13,0.24,4.63,91.0,13.0,8.6,147.0,Core Design Ltd.,T,15,0
Animal Crossing: City Folk,2008.0,Nintendo,1.82,1.12,1.32,0.36,4.62,73.0,50.0,7.6,119.0,Nintendo,E,26,9
Uncharted: The Nathan Drake Collection,2015.0,Sony Computer Entertainment,2.07,1.71,0.08,0.76,4.62,86.0,78.0,8.1,1264.0,Bluepoint Games,T,18,0
The Legend of Zelda: A Link to the Past,1991.0,Nintendo,2.42,0.91,1.15,0.13,4.61,,,,,,,23,0
The Legend of Zelda: The Wind Waker,2002.0,Nintendo,2.6,0.99,0.89,0.13,4.6,96.0,80.0,8.9,968.0,Nintendo,E,7,0
Guitar Hero III: Legends of Rock,2007.0,Activision,3.04,1.11,0.0,0.43,4.6,86.0,36.0,8.4,87.0,Vicarious Visions,T,26,3
Luigi's Mansion: Dark Moon,2013.0,Nintendo,1.8,1.39,1.11,0.29,4.59,86.0,74.0,8.4,458.0,Next Level Games,E,2,0
Forza Motorsport 4,2011.0,Microsoft Game Studios,2.08,1.97,0.06,0.46,4.57,91.0,83.0,8.2,617.0,Turn 10,E,28,6
Mario & Sonic at the Olympic Winter Games,2009.0,Sega,1.87,1.96,0.22,0.48,4.53,,,,,,,26,10
Madden NFL 2005,2004.0,Electronic Arts,4.18,0.26,0.01,0.08,4.53,91.0,30.0,7.9,78.0,EA Tiburon,E,16,10
Guitar Hero III: Legends of Rock,2007.0,Activision,3.19,0.91,0.01,0.42,4.53,85.0,69.0,7.9,165.0,Neversoft Entertainment,T,28,3
Pitfall!,1981.0,Activision,4.21,0.24,0.0,0.05,4.5,,,,,,,0,4
Madden NFL 07,2006.0,Electronic Arts,3.63,0.24,0.01,0.61,4.49,84.0,29.0,8.2,39.0,EA Sports,E,16,10
Halo 5: Guardians,2015.0,Microsoft Game Studios,2.78,1.27,0.03,0.41,4.48,84.0,101.0,6.4,2438.0,343 Industries,T,30,8
Spider-Man: The Movie,2002.0,Activision,2.71,1.51,0.03,0.23,4.48,76.0,25.0,7.9,41.0,Treyarch,E,16,0
Dragon Quest VII: Warriors of Eden,2000.0,Enix Corporation,0.2,0.14,4.1,0.02,4.47,,,,,,,15,7
Call of Duty: Infinite Warfare,2016.0,Activision,1.61,2.0,0.15,0.71,4.46,77.0,82.0,3.4,1129.0,Infinity Ward,M,18,8
God of War,2005.0,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45,94.0,75.0,8.9,997.0,SCE Santa Monica,M,16,0
Splatoon,2015.0,Nintendo,1.54,1.18,1.46,0.26,4.43,81.0,88.0,8.5,1184.0,Nintendo,E10+,27,8
Nintendo Land,2012.0,Nintendo,2.52,1.11,0.46,0.33,4.42,77.0,61.0,7.9,471.0,Nintendo,E10+,27,3
Tony Hawk's Pro Skater 3,2001.0,Activision,2.66,1.29,0.01,0.46,4.41,97.0,34.0,7.5,298.0,Neversoft Entertainment,T,16,10
Winning Eleven: Pro Evolution Soccer 2007,2006.0,Konami Digital Entertainment,0.1,2.39,1.05,0.86,4.39,86.0,19.0,8.9,33.0,Konami,E,16,10
The Elder Scrolls IV: Oblivion,2006.0,Take-Two Interactive,2.82,1.03,0.13,0.4,4.38,94.0,90.0,8.7,1109.0,Bethesda Softworks,M,28,7
Zelda II: The Adventure of Link,1987.0,Nintendo,2.19,0.5,1.61,0.08,4.38,,,,,,,11,1
Need for Speed: Most Wanted,2005.0,Electronic Arts,2.03,1.79,0.08,0.47,4.37,82.0,36.0,9.1,137.0,EA Canada,T,16,6
Michael Jackson: The Experience,2010.0,Ubisoft,2.64,1.33,0.01,0.39,4.36,56.0,37.0,8.3,31.0,"Ubisoft Paris, Ubisoft Montpellier",E10+,26,3
Call of Duty: Advanced Warfare,2014.0,Activision,1.56,1.93,0.19,0.68,4.36,,,4.8,207.0,High Moon Studios,M,17,8
Resistance: Fall of Man,2006.0,Sony Computer Entertainment,1.74,1.72,0.14,0.75,4.34,86.0,70.0,8.1,715.0,Insomniac Games,M,17,8
Sonic the Hedgehog,1991.0,Sega,3.03,0.91,0.26,0.13,4.34,,,,,,,8,4
Kingdom Hearts II,2005.0,Square Enix,2.2,0.58,1.38,0.17,4.33,87.0,64.0,9.0,766.0,Square Enix,E10+,16,7
The Legend of Zelda: Ocarina of Time,2011.0,Nintendo,2.09,1.31,0.62,0.31,4.33,,,,,,,2,0
Super Mario 3D World,2013.0,Nintendo,2.11,1.16,0.73,0.32,4.32,93.0,83.0,9.0,1607.0,Nintendo,E,27,4
Minecraft,2014.0,Sony Computer Entertainment Europe,1.48,2.02,0.14,0.68,4.32,,,,,,,18,3
Asteroids,1980.0,Atari,4.0,0.26,0.0,0.05,4.31,,,,,,,0,8
Call of Duty: Advanced Warfare,2014.0,Activision,2.77,1.11,0.0,0.4,4.29,,,4.9,221.0,High Moon Studios,M,28,8
FIFA 15,2014.0,Electronic Arts,0.58,3.02,0.04,0.64,4.28,,,4.5,109.0,EA Sports,E,17,10
Fable II,2008.0,Microsoft Game Studios,2.51,1.24,0.11,0.41,4.27,89.0,95.0,6.5,2423.0,Lionhead Studios,M,28,7
Namco Museum,2001.0,Namco Bandai Games,3.0,1.11,0.05,0.07,4.24,79.0,10.0,7.3,6.0,Mass Media,E,6,3
Batman: Arkham Asylum,2009.0,Eidos Interactive,2.24,1.31,0.07,0.61,4.23,91.0,70.0,8.9,1122.0,Rocksteady Studios,T,17,0
Metal Gear Solid 3: Snake Eater,2004.0,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23,91.0,68.0,9.3,955.0,KCEJ,M,16,0
Assassin's Creed: Revelations,2011.0,Ubisoft,1.41,2.01,0.1,0.7,4.22,80.0,39.0,7.5,613.0,Ubisoft Montreal,M,17,0
Fallout 4,2015.0,Bethesda Softworks,2.51,1.32,0.01,0.38,4.22,88.0,39.0,6.2,1749.0,Bethesda Game Studios,M,30,7
FIFA 14,2013.0,Electronic Arts,0.92,2.89,0.01,0.4,4.22,84.0,41.0,4.2,435.0,EA Canada,E,28,10
Daxter,2006.0,Sony Computer Entertainment,2.45,1.01,0.0,0.75,4.21,85.0,59.0,8.7,109.0,Ready at Dawn,E10+,19,4
Warcraft II: Tides of Darkness,1995.0,Activision,1.7,2.27,0.0,0.23,4.21,,,,,,,13,11
FIFA Soccer 06,2005.0,Electronic Arts,0.78,2.55,0.04,0.84,4.21,80.0,32.0,7.8,47.0,EA Canada,E,16,10
EyeToy Play,2003.0,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2,80.0,32.0,7.5,22.0,"SCEE, Zoe Mode",E,16,3
Gran Turismo 5 Prologue,2007.0,Sony Computer Entertainment,1.28,1.82,0.57,0.52,4.19,80.0,67.0,7.1,120.0,Polyphony Digital,E,17,6
Assassin's Creed: Revelations,2011.0,Ubisoft,2.25,1.47,0.04,0.43,4.19,80.0,77.0,7.2,564.0,Ubisoft Montreal,M,28,0
FIFA 12,2011.0,Electronic Arts,0.84,2.78,0.02,0.53,4.18,,,,,,,28,10
Teenage Mutant Ninja Turtles,1989.0,Palcom,3.38,0.44,0.31,0.04,4.17,,,,,,,11,0
Street Fighter IV,2009.0,Capcom,2.03,1.04,0.58,0.52,4.16,94.0,61.0,7.3,330.0,Capcom,T,17,2
Excitebike,1984.0,Nintendo,2.04,0.48,1.57,0.07,4.16,,,,,,,11,6
Frogger,1997.0,Hasbro Interactive,3.79,0.27,0.0,0.11,4.16,,,,,,,15,0
Madden NFL 2003,2002.0,Electronic Arts,3.36,0.21,0.01,0.56,4.14,95.0,25.0,7.7,65.0,EA Sports,E,16,10
Half-Life,1997.0,Vivendi Games,4.03,0.0,0.09,0.0,4.12,96.0,24.0,9.1,3161.0,Valve Software,M,13,8
Super Mario World 2: Yoshi's Island,1995.0,Nintendo,1.65,0.61,1.76,0.09,4.12,,,,,,,23,4
FIFA Soccer 07,2006.0,Electronic Arts,0.71,2.48,0.03,0.89,4.11,,,,,,,16,10
Street Fighter II Turbo,1992.0,Capcom,1.42,0.51,2.1,0.07,4.1,,,,,,,23,2
World of Warcraft: The Burning Crusade,2007.0,Activision,2.57,1.52,0.0,0.0,4.09,91.0,46.0,7.9,785.0,Blizzard Entertainment,T,13,7
Battlefield 1,2016.0,Electronic Arts,1.1,2.15,0.21,0.61,4.08,88.0,31.0,8.4,809.0,EA DICE,M,18,8
God of War II,2007.0,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,93.0,70.0,8.9,709.0,SCE Santa Monica,M,16,0
World Soccer Winning Eleven 9,2005.0,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06,,,8.2,23.0,Konami,E,16,10
Fallout: New Vegas,2010.0,Bethesda Softworks,2.66,1.03,0.04,0.33,4.05,84.0,81.0,8.1,769.0,Obsidian Entertainment,M,28,7
Forza Motorsport 2,2007.0,Microsoft Game Studios,2.35,1.27,0.03,0.41,4.05,90.0,66.0,8.3,381.0,Turn 10,E,28,6
Carnival Games,2007.0,Take-Two Interactive,2.12,1.47,0.05,0.42,4.05,56.0,27.0,6.0,44.0,Cat Daddy Games,E,26,3
Watch Dogs,2014.0,Ubisoft,1.4,1.9,0.11,0.64,4.05,80.0,80.0,6.3,2996.0,Ubisoft Montreal,M,18,0
Namco Museum Vol.3,1996.0,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05,,,,,,,15,3
Tekken Tag Tournament,2000.0,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,85.0,25.0,8.5,117.0,Namco,T,16,2
Far Cry 4,2014.0,Ubisoft,1.13,2.18,0.1,0.63,4.04,85.0,83.0,7.7,1653.0,Ubisoft Montreal,M,18,8
Star Fox 64,1997.0,Nintendo,2.78,0.58,0.64,0.04,4.03,,,,,,,10,8
Golf,1984.0,Nintendo,1.22,0.28,2.46,0.04,4.01,,,,,,,11,10
Namco Museum: 50th Anniversary,2005.0,Namco Bandai Games,2.08,1.35,0.0,0.54,3.98,61.0,21.0,,,Digital Eclipse,E10+,16,3
Left 4 Dead 2,2009.0,Electronic Arts,2.67,0.87,0.05,0.38,3.97,89.0,76.0,8.6,681.0,Valve Software,M,28,8
The Witcher 3: Wild Hunt,2015.0,Namco Bandai Games,1.02,2.13,0.23,0.59,3.97,92.0,79.0,9.2,10179.0,CD Projekt Red Studio,M,18,7
Assassin's Creed: Unity,2014.0,Ubisoft,1.19,2.07,0.08,0.62,3.96,70.0,40.0,4.9,2050.0,"Ubisoft, Ubisoft Montreal",M,18,0
Batman: Arkham Knight,2015.0,Warner Bros. Interactive Entertainment,1.53,1.69,0.1,0.64,3.95,87.0,89.0,7.6,2679.0,Rocksteady Studios,M,18,0
The Legend of Zelda: Skyward Sword,2011.0,Nintendo,2.03,1.16,0.37,0.38,3.95,93.0,81.0,8.0,1958.0,Nintendo,E10+,26,0
Fallout 3,2008.0,Bethesda Softworks,2.15,1.13,0.07,0.59,3.94,90.0,57.0,8.0,910.0,Bethesda Game Studios,M,17,7
Professor Layton and the Diabolical Box,2007.0,Nintendo,0.9,1.76,0.92,0.37,3.94,84.0,65.0,8.8,72.0,Level 5,E10+,4,5
Donkey Kong Land,1994.0,Nintendo,1.97,0.76,1.07,0.11,3.91,,,,,,,5,4
EA Sports Active,2009.0,Electronic Arts,2.09,1.35,0.06,0.4,3.9,81.0,27.0,8.7,39.0,EA Canada,E,26,10
Tony Hawk's Underground,2003.0,Activision,2.29,1.17,0.01,0.42,3.9,90.0,38.0,8.7,121.0,Neversoft Entertainment,T,16,10
Monster Hunter 4 Ultimate,2014.0,Nintendo,0.68,0.48,2.62,0.11,3.89,86.0,80.0,8.7,348.0,Capcom,T,2,7
The Elder Scrolls V: Skyrim,2011.0,Bethesda Softworks,1.16,2.12,0.0,0.6,3.88,94.0,32.0,8.1,9073.0,Bethesda Game Studios,M,13,7
NBA 2K16,2015.0,Take-Two Interactive,2.49,0.66,0.03,0.69,3.88,87.0,51.0,6.7,364.0,Visual Concepts,E10+,18,10
Tekken 5,2005.0,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,88.0,62.0,8.6,229.0,Namco,T,16,2
Dragon Warrior III,1988.0,Enix Corporation,0.1,0.0,3.77,0.0,3.87,,,,,,,11,7
MotorStorm,2006.0,Sony Computer Entertainment,1.53,1.6,0.06,0.67,3.87,84.0,9.0,7.4,220.0,Evolution Studios,T,17,6
Nintendogs + cats,2011.0,Nintendo,1.44,1.41,0.73,0.27,3.85,,,,,,,2,9
World Soccer Winning Eleven 8 International,2004.0,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85,91.0,26.0,9.1,38.0,KCET,E,16,10
Sports Champions,2010.0,Sony Computer Entertainment,2.13,1.12,0.1,0.5,3.84,76.0,64.0,7.9,104.0,"SCEA, Zindagi Games",E10+,17,10
Namco Museum Vol.1,1995.0,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84,,,,,,,15,3
The Legend of Zelda: Link's Awakening,1992.0,Nintendo,2.21,0.96,0.54,0.13,3.83,,,,,,,5,0
Call of Duty: Ghosts,2013.0,Activision,1.78,1.43,0.05,0.57,3.83,78.0,49.0,3.7,1564.0,Infinity Ward,M,18,8
Flash Focus: Vision Training in Minutes a Day,2007.0,Nintendo,0.86,1.56,1.05,0.35,3.83,59.0,22.0,4.0,4.0,"Nintendo, Namco Bandai Games",E,4,3
Tom Clancy's The Division,2016.0,Ubisoft,1.35,1.7,0.15,0.6,3.8,80.0,64.0,7.0,2219.0,Massive Entertainment,M,18,8
Big Brain Academy: Wii Degree,2007.0,Nintendo,1.05,1.91,0.41,0.42,3.79,68.0,33.0,6.9,39.0,Nintendo,E,26,3
Resident Evil Director's Cut,1996.0,Virgin Interactive,1.82,1.24,0.47,0.25,3.77,,,,,,,15,0
Mario & Luigi: Bowser's Inside Story,2009.0,Nintendo,2.23,0.47,0.81,0.26,3.77,,,,,,,4,7
LEGO Indiana Jones: The Original Adventures,2008.0,Activision,2.4,1.01,0.0,0.36,3.76,77.0,60.0,7.5,66.0,Traveller's Tales,E10+,28,0
The Sims: Unleashed,2002.0,Electronic Arts,2.03,1.56,0.0,0.17,3.76,79.0,21.0,8.0,29.0,Maxis,T,13,9
Ratchet & Clank: Size Matters,2007.0,Sony Computer Entertainment,1.4,1.39,0.1,0.86,3.74,,,,,,,19,4
Harry Potter and the Sorcerer's Stone,2001.0,Electronic Arts,1.37,2.0,0.14,0.22,3.73,64.0,11.0,7.5,41.0,Argonaut Games,E,15,0
Mario & Sonic at the London 2012 Olympic Games,2011.0,Sega,1.12,1.87,0.27,0.45,3.72,,,,,,,26,10
Resident Evil 3: Nemesis,1999.0,Eidos Interactive,1.3,0.77,1.54,0.11,3.72,,,,,,,15,0
Super Paper Mario,2007.0,Nintendo,1.95,0.86,0.59,0.31,3.71,85.0,56.0,7.9,417.0,Intelligent Systems,E,26,4
Spyro: Year of the Dragon,2000.0,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71,91.0,15.0,8.8,207.0,Insomniac Games,E,15,4
Assassin's Creed IV: Black Flag,2013.0,Ubisoft,1.33,1.68,0.13,0.57,3.71,88.0,36.0,8.1,840.0,Ubisoft,M,17,0
FIFA Soccer 2005,2004.0,Electronic Arts,0.58,2.48,0.04,0.59,3.7,81.0,27.0,7.6,56.0,EA Canada,E,16,10
Pokémon Trading Card Game,1998.0,Nintendo,1.49,0.73,1.38,0.1,3.7,,,,,,,5,11
Friend Collection,2009.0,Nintendo,0.0,0.0,3.67,0.0,3.67,,,,,,,4,3
Tony Hawk's Pro Skater 4,2002.0,Activision,2.13,1.18,0.01,0.35,3.67,94.0,27.0,8.5,128.0,Neversoft Entertainment,T,16,10
Star Wars Battlefront (2015),2015.0,Electronic Arts,2.04,1.28,0.02,0.32,3.66,,,,,,,30,8
MySims,2007.0,Electronic Arts,1.58,1.59,0.08,0.41,3.66,67.0,15.0,7.3,13.0,TOSE,E,4,9
Midnight Club 3: DUB Edition,2005.0,Take-Two Interactive,1.65,1.21,0.0,0.79,3.65,74.0,34.0,8.4,31.0,Rockstar Leeds,E10+,19,6
Banjo-Kazooie,1998.0,Nintendo,1.87,1.13,0.55,0.1,3.65,,,,,,,10,4
SOCOM: U.S. Navy SEALs,2002.0,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,82.0,42.0,7.9,82.0,Zipper Interactive,M,16,8
Jak and Daxter: The Precursor Legacy,2001.0,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,90.0,35.0,8.7,312.0,Naughty Dog,E,16,4
Pokemon Snap,1999.0,Nintendo,2.23,0.68,0.66,0.06,3.63,,,,,,,10,9
Pro Evolution Soccer 2008,2007.0,Konami Digital Entertainment,0.05,0.0,0.64,2.93,3.63,82.0,10.0,7.9,38.0,Konami,E,16,10
Resident Evil 4,2005.0,Capcom,2.08,0.83,0.46,0.25,3.62,96.0,38.0,8.9,1013.0,Capcom,M,16,0
Guitar Hero: World Tour,2008.0,Activision,2.32,0.96,0.0,0.34,3.62,86.0,18.0,7.6,71.0,Vicarious Visions,T,26,3
FIFA Soccer 10,2009.0,Electronic Arts,0.6,2.45,0.05,0.52,3.62,91.0,56.0,7.6,203.0,EA Sports,E,17,10
Star Wars: Battlefront,2004.0,LucasArts,1.93,1.22,0.03,0.44,3.61,82.0,36.0,8.7,142.0,Pandemic Studios,T,16,8
Doom II: Hell on Earth,1994.0,Virgin Interactive,2.05,1.4,0.0,0.16,3.61,,,,,,,13,8
The Simpsons: Road Rage,2001.0,Electronic Arts,2.02,1.17,0.0,0.42,3.61,64.0,23.0,7.7,32.0,Fox Interactive,T,16,6
Luigi's Mansion,2001.0,Nintendo,2.38,0.67,0.46,0.1,3.6,78.0,34.0,8.5,161.0,Nintendo,E,7,0
Battlefield 4,2013.0,Electronic Arts,1.35,1.55,0.17,0.51,3.59,85.0,18.0,6.9,1580.0,EA DICE,M,18,8
Star Wars: Battlefront II,2005.0,LucasArts,2.18,1.02,0.03,0.37,3.59,84.0,30.0,9.0,268.0,Pandemic Studios,T,16,8
Just Dance 2014,2013.0,Ubisoft,1.88,1.39,0.0,0.31,3.59,,,6.2,10.0,Ubisoft,E10+,26,3
Cooking Mama 2: Dinner With Friends,2007.0,505 Games,1.6,1.49,0.1,0.39,3.58,70.0,39.0,8.0,9.0,Office Create,E,4,9
WWF SmackDown!,2000.0,THQ,2.01,1.35,0.06,0.16,3.58,,,,,,,15,2
Croc: Legend of the Gobbos,1997.0,Fox Interactive,1.57,1.79,0.0,0.2,3.56,,,,,,,15,4
Grand Theft Auto: Liberty City Stories,2006.0,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54,78.0,49.0,7.8,112.0,Rockstar Leeds,M,16,0
The Getaway,2002.0,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54,72.0,49.0,6.8,88.0,Team Soho,M,16,0
Tomb Raider III: Adventures of Lara Croft,1997.0,Eidos Interactive,1.66,1.58,0.12,0.18,3.54,,,,,,,15,0
James Bond 007: Agent Under Fire,2001.0,Electronic Arts,1.9,1.13,0.1,0.41,3.53,72.0,27.0,7.9,48.0,EA Redwood Shores,T,16,8
LEGO Star Wars: The Video Game,2005.0,Eidos Interactive,1.98,1.14,0.01,0.41,3.53,,,,,,,16,0
Rugrats in Paris: The Movie,2000.0,THQ,1.96,1.33,0.0,0.23,3.52,,,,,,,15,0
FIFA Soccer 11,2010.0,Electronic Arts,0.71,2.39,0.02,0.4,3.52,88.0,66.0,7.5,155.0,EA Sports,E,28,10
Spyro 2: Ripto's Rage!,1999.0,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.52,,,,,,,15,4
Left 4 Dead,2008.0,Electronic Arts,2.66,0.49,0.05,0.3,3.51,89.0,67.0,7.9,1309.0,Certain Affinity,M,28,8
Donkey Kong Country 3: Dixie Kong's Double Trouble!,1996.0,Nintendo,1.17,0.5,1.75,0.08,3.51,,,,,,,23,4
Assassin's Creed: Unity,2014.0,Ubisoft,2.27,0.9,0.0,0.33,3.5,72.0,59.0,4.1,1005.0,"Ubisoft, Ubisoft Montreal",M,30,0
Kung Fu,1985.0,Nintendo,1.64,0.38,1.42,0.06,3.5,,,,,,,11,0
Resident Evil 5,2009.0,Capcom,2.11,0.93,0.12,0.34,3.5,83.0,91.0,7.5,523.0,Capcom,M,28,0
Assassin's Creed: Brotherhood,2010.0,Ubisoft,2.85,0.38,0.03,0.24,3.49,89.0,81.0,8.3,693.0,Ubisoft Montreal,M,28,0
FIFA Soccer 2004,,Electronic Arts,0.59,2.36,0.04,0.51,3.49,84.0,20.0,6.4,76.0,EA Canada,E,16,10
Battlefield 4,2013.0,Electronic Arts,1.3,1.42,0.27,0.5,3.49,80.0,14.0,5.8,579.0,EA DICE,M,17,8
Batman: Arkham Asylum,2009.0,Eidos Interactive,2.2,0.95,0.02,0.31,3.48,92.0,78.0,8.7,1080.0,Rocksteady Studios,T,28,0
Battlefield 4,2013.0,Electronic Arts,2.15,1.01,0.02,0.31,3.48,79.0,21.0,5.6,542.0,EA DICE,M,28,8
Battlefield: Bad Company 2,2010.0,Electronic Arts,2.1,1.01,0.04,0.32,3.47,88.0,75.0,8.6,869.0,EA DICE,M,28,8
Mario & Sonic at the Olympic Winter Games,2009.0,Sega,1.21,1.62,0.27,0.37,3.46,,,,,,,4,10
Guitar Hero: On Tour,2008.0,Activision,2.1,1.01,0.01,0.35,3.46,71.0,70.0,8.8,29.0,Vicarious Visions,E10+,4,3
Clubhouse Games,2006.0,Nintendo,0.59,1.79,0.73,0.34,3.45,83.0,30.0,8.4,28.0,Agenda,E,4,3
Monster Hunter 4,2013.0,Capcom,0.0,0.0,3.44,0.0,3.44,,,,,,,2,7
Borderlands,2009.0,Take-Two Interactive,2.4,0.71,0.03,0.29,3.44,84.0,83.0,8.2,715.0,Gearbox Software,M,28,8
Tekken 4,2002.0,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44,79.0,23.0,8.3,126.0,Namco,T,16,2
Final Fantasy III,1994.0,SquareSoft,0.86,0.0,2.55,0.02,3.42,,,,,,,23,7
Grand Theft Auto 2,1998.0,Take-Two Interactive,1.13,2.07,0.0,0.22,3.42,70.0,15.0,8.0,67.0,DMA Design,T,15,0
Metal Gear Solid V: The Phantom Pain,2015.0,Konami Digital Entertainment,1.09,1.36,0.49,0.48,3.41,93.0,86.0,8.2,3943.0,"Kojima Productions, Moby Dick Studio",M,18,0
Spider-Man 2,2004.0,Activision,1.75,1.2,0.02,0.43,3.41,80.0,50.0,8.9,106.0,Treyarch,T,16,0
F-1 Race,1990.0,Nintendo,1.73,0.69,0.59,0.4,3.41,,,,,,,5,6
FIFA Soccer 2003,2002.0,Electronic Arts,0.46,2.28,0.05,0.61,3.4,88.0,15.0,6.7,35.0,EA Canada,E,16,10
LittleBigPlanet 2,2011.0,Sony Computer Entertainment,1.83,1.05,0.06,0.46,3.39,91.0,86.0,8.4,657.0,Media Molecule,E,17,4
Crash Bash,2000.0,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39,68.0,12.0,8.2,99.0,Eurocom Entertainment Software,E,15,3
Assassin's Creed Syndicate,2015.0,Ubisoft,0.81,1.99,0.07,0.52,3.39,76.0,86.0,6.8,1319.0,Ubisoft Quebec,M,18,0
LEGO Batman: The Videogame,2008.0,Warner Bros. Interactive Entertainment,2.04,1.02,0.0,0.32,3.38,76.0,49.0,7.9,75.0,Traveller's Tales,E10+,28,0
Destiny,2014.0,Activision,2.14,0.92,0.0,0.31,3.37,75.0,11.0,5.5,1735.0,"Bungie Software, Bungie",T,30,8
WWF War Zone,1998.0,Acclaim Entertainment,2.47,0.76,0.0,0.13,3.36,,,,,,,15,2
